Cloudiness,Weather_type,latitude,longitude,City_id,Visibility,CountryID,Country,Sunrise_Time,Sunset_Time,Temperature,humidity,pressure,Min_temp,Max_temp,Wind_Speeed,Data_cal_Time,cod
75,Drizzle,37.78,-122.42,420008451,16093,478,US,24-03-2018 19:36,25-03-2018 07:55,283.97,71,1020,282.15,285.15,3.6,24-03-2018 11:26,200
1,Clear,38.58,-121.49,420005968,16093,464,US,24-03-2018 19:32,25-03-2018 07:52,281.51,81,1020,279.15,283.15,1.5,24-03-2018 11:30,200
1,Clear,38.58,-121.49,420005608,16093,464,US,24-03-2018 19:32,25-03-2018 07:52,281.51,81,1020,279.15,283.15,1.5,24-03-2018 11:30,200
90,Clouds,37.38,-122.24,420006641,16093,471,US,24-03-2018 19:35,25-03-2018 07:54,283.92,71,1021,282.15,285.15,4.6,24-03-2018 11:26,200
1,Clear,37.38,-122.12,420006345,16093,428,US,24-03-2018 19:35,25-03-2018 07:54,283.94,66,1021,282.15,285.15,2.1,24-03-2018 11:26,200
1,Clear,34.07,-118.4,420004549,16093,490,US,24-03-2018 19:21,25-03-2018 07:38,286.23,87,1018,284.15,287.15,0.31,24-03-2018 11:28,200
90,Clouds,34.02,-84.62,420007590,16093,782,US,24-03-2018 17:06,25-03-2018 05:23,283.95,71,1022,282.15,285.15,1.56,24-03-2018 11:26,200
1,Clear,40.73,-73.99,420027013,16093,1969,US,24-03-2018 16:22,25-03-2018 04:42,276.65,47,1019,275.15,278.15,4.6,24-03-2018 11:05,200
1,Clear,40.73,-73.99,420027018,16093,1969,US,24-03-2018 16:22,25-03-2018 04:42,276.65,47,1019,275.15,278.15,4.6,24-03-2018 11:05,200
1,Clear,40.73,-73.99,420027025,16093,1969,US,24-03-2018 16:22,25-03-2018 04:42,276.65,47,1019,275.15,278.15,4.6,24-03-2018 11:05,200
1,Clear,40.69,-74.02,420027028,16093,1969,US,24-03-2018 16:22,25-03-2018 04:42,276.65,47,1019,275.15,278.15,4.6,24-03-2018 11:05,200
1,Clear,40.69,-74.02,420027030,16093,1969,US,24-03-2018 16:22,25-03-2018 04:42,276.65,47,1019,275.15,278.15,4.6,24-03-2018 11:05,200
1,Clear,40.73,-73.99,420027033,16093,1969,US,24-03-2018 16:22,25-03-2018 04:42,276.65,47,1019,275.15,278.15,4.6,24-03-2018 11:05,200
1,Clear,40.73,-73.99,420027043,16093,1969,US,24-03-2018 16:22,25-03-2018 04:42,276.65,47,1019,275.15,278.15,4.6,24-03-2018 11:05,200
